year,month,value,date
2008,february,0.269,2008-02
2008,march,0.614,2008-03
2008,april,0.448,2008-04
2008,may,0.432,2008-05
2008,june,0.384,2008-06
2008,july,0.534,2008-07
2008,august,0.453,2008-08
2008,september,0.548,2008-09
2008,october,0.591,2008-10
2008,november,0.632,2008-11
2008,december,0.472,2008-12
2009,january,0.59,2009-01
2009,february,0.471,2009-02
2009,march,0.447,2009-03
2009,april,0.528,2009-04
2009,may,0.55,2009-05
2009,june,0.623,2009-06
2009,july,0.681,2009-07
2009,august,0.622,2009-08
2009,september,0.682,2009-09
2009,october,0.62,2009-10
2009,november,0.706,2009-11
2009,december,0.64,2009-12
2010,january,0.711,2010-01
2010,february,0.79,2010-02
2010,march,0.86,2010-03
2010,april,0.834,2010-04
2010,may,0.715,2010-05
2010,june,0.645,2010-06
2010,july,0.617,2010-07
2010,august,0.615,2010-08
2010,september,0.564,2010-09
2010,october,0.642,2010-10
2010,november,0.735,2010-11
2010,december,0.437,2010-12
2011,january,0.457,2011-01
2011,february,0.429,2011-02
2011,march,0.556,2011-03
2011,april,0.602,2011-04
2011,may,0.443,2011-05
2011,june,0.548,2011-06
2011,july,0.645,2011-07
2011,august,0.651,2011-08
2011,september,0.538,2011-09
2011,october,0.576,2011-10
2011,november,0.511,2011-11
2011,december,0.495,2011-12
2012,january,0.37,2012-01
2012,february,0.465,2012-02
2012,march,0.421,2012-03
2012,april,0.61,2012-04
2012,may,0.659,2012-05
2012,june,0.629,2012-06
2012,july,0.568,2012-07
2012,august,0.645,2012-08
2012,september,0.648,2012-09
2012,october,0.732,2012-10
2012,november,0.721,2012-11
2012,december,0.464,2012-12
2013,january,0.608,2013-01
2013,february,0.527,2013-02
2013,march,0.583,2013-03
2013,april,0.575,2013-04
2013,may,0.557,2013-05
2013,june,0.659,2013-06
2013,july,0.589,2013-07
2013,august,0.635,2013-08
2013,september,0.722,2013-09
2013,october,0.65,2013-10
2013,november,0.77,2013-11
2013,december,0.608,2013-12
2014,january,0.67,2014-01
2014,february,0.491,2014-02
2014,march,0.695,2014-03
2014,april,0.736,2014-04
2014,may,0.737,2014-05
2014,june,0.617,2014-06
2014,july,0.581,2014-07
2014,august,0.734,2014-08
2014,september,0.757,2014-09
2014,october,0.742,2014-10
2014,november,0.63,2014-11
2014,december,0.685,2014-12
2015,january,0.74,2015-01
2015,february,0.782,2015-02
2015,march,0.795,2015-03
2015,april,0.701,2015-04
2015,may,0.731,2015-05
2015,june,0.76,2015-06
2015,july,0.715,2015-07
2015,august,0.799,2015-08
2015,september,0.826,2015-09
2015,october,1.015,2015-10
2015,november,0.996,2015-11
2015,december,1.042,2015-12
2016,january,1.088,2016-01
2016,february,1.224,2016-02
2016,march,1.182,2016-03
2016,april,1.03,2016-04
2016,may,0.88,2016-05
2016,june,0.777,2016-06
2016,july,0.778,2016-07
2016,august,0.949,2016-08
2016,september,0.846,2016-09
2016,october,0.819,2016-10
2016,november,0.844,2016-11
2016,december,0.779,2016-12
2017,january,0.952,2017-01
2017,february,1.067,2017-02
2017,march,1.065,2017-03
2017,april,0.846,2017-04
2017,may,0.78,2017-05
2017,june,0.658,2017-06
2017,july,0.805,2017-07
2017,august,0.811,2017-08
2017,september,0.729,2017-09
2017,october,0.809,2017-10
2017,november,0.806,2017-11
2017,december,0.815,2017-12
2018,january,0.711,2018-01
2018,february,0.796,2018-02
2018,march,0.79,2018-03
2018,april,0.822,2018-04
2018,may,0.713,2018-05
2018,june,0.738,2018-06
2018,july,0.733,2018-07
2018,august,0.735,2018-08
2018,september,0.676,2018-09
2018,october,0.869,2018-10
2018,november,0.745,2018-11
2018,december,0.824,2018-12
2019,january,0.8,2019-01
2019,february,0.844,2019-02
2019,march,1.076,2019-03
2019,april,0.939,2019-04
2019,may,0.778,2019-05
2019,june,0.809,2019-06
2019,july,0.857,2019-07
2019,august,0.858,2019-08
2019,september,0.803,2019-09
2019,october,0.956,2019-10
2019,november,0.937,2019-11
2019,december,1.037,2019-12
2020,january,1.069,2020-01
2020,february,1.113,2020-02
2020,march,1.094,2020-03
2020,april,1.063,2020-04
2020,may,0.908,2020-05
2020,june,0.825,2020-06
2020,july,0.816,2020-07
2020,august,0.801,2020-08
2020,september,0.867,2020-09
2020,october,0.811,2020-10
2020,november,1.013,2020-11
2020,december,0.693,2020-12
2021,january,0.701,2021-01
2021,february,0.565,2021-02
2021,march,0.726,2021-03
2021,april,0.76,2021-04
2021,may,0.706,2021-05
2021,june,0.713,2021-06
2021,july,0.792,2021-07
2021,august,0.799,2021-08
2021,september,0.867,2021-09
2021,october,0.907,2021-10
2021,november,0.854,2021-11
2021,december,0.751,2021-12
2022,january,0.779,2022-01
2022,february,0.764,2022-02
2022,march,0.89,2022-03
2022,april,0.77,2022-04
2022,may,0.761,2022-05
2022,june,0.858,2022-06
2022,july,0.778,2022-07
2022,august,0.853,2022-08
2022,september,0.79,2022-09
2022,october,0.929,2022-10
2022,november,0.675,2022-11
2022,december,0.768,2022-12
2023,january,0.779,2023-01
2023,february,0.872,2023-02
2023,march,1.124,2023-03
2023,april,0.927,2023-04
2023,may,0.871,2023-05
2023,june,1.052,2023-06
2023,july,1.15,2023-07
2023,august,1.199,2023-08
2023,september,1.347,2023-09
